[0.0, 0.0, -10000.0, 1.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8, 0.01, 0.01, 0.22544104195531098]
[0.0, 0.0, -10000.0, 1.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8, 0.01, 0.01, 0.12017462489231466]
[0.0, 0.0, -10000.0, 1.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8, 0.01, 0.01, 0.08286492315858746]
[0.0, 0.0, -10000.0, 1.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8, 0.01, 0.01, 0.03253188442133462]
[0.0, 0.0, -10000.0, 1.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8, 0.01, 0.01, 0.03365819969376045]
[0.0, 0.0, -10000.0, 1.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8, 0.01, 0.01, 0.054113313702863444]
[0.0, 0.0, -10000.0, 10.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8, 0.01, 0.01, 0.6953843165284823]
[0.0, 0.0, -10000.0, 10.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8, 0.01, 0.01, 0.7997566263661195]
[0.0, 0.0, -10000.0, 10.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8, 0.01, 0.01, 0.7227630560561776]
[0.0, 0.0, -10000.0, 10.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8, 0.01, 0.01, 0.5062796531705499]
[0.0, 0.0, -10000.0, 10.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8, 0.01, 0.01, 0.31415630338373096]
[0.0, 0.0, -10000.0, 10.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8, 0.01, 0.01, 0.16518391131875382]
[0.0, 0.0, -10000.0, 10.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8, 0.01, 0.01, 0.08793866669430862]
[0.0, 0.0, -10000.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8, 0.01, 0.01, 0.5274482022382364]
[0.0, 0.0, -10000.0, 2.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8, 0.01, 0.01, 0.41454190924378936]
[0.0, 0.0, -10000.0, 2.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8, 0.01, 0.01, 0.3913944692142054]
[0.0, 0.0, -10000.0, 2.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8, 0.01, 0.01, 0.28811528846779155]
[0.0, 0.0, -10000.0, 2.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8, 0.01, 0.01, 0.1698437375913253]
[0.0, 0.0, -10000.0, 2.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8, 0.01, 0.01, 0.10218332054341474]
[0.0, 0.0, -10000.0, 2.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8, 0.01, 0.01, 0.1046980229533577]
[0.0, 0.0, -10000.0, 3.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8, 0.01, 0.01, 0.5120789327924187]
[0.0, 0.0, -10000.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8, 0.01, 0.01, 0.43544152204710207]
[0.0, 0.0, -10000.0, 3.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8, 0.01, 0.01, 0.42744098120889823]
[0.0, 0.0, -10000.0, 3.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8, 0.01, 0.01, 0.4282095421110337]
[0.0, 0.0, -10000.0, 3.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8, 0.01, 0.01, 0.34882400041960626]
[0.0, 0.0, -10000.0, 3.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8, 0.01, 0.01, 0.2240057083217042]
[0.0, 0.0, -10000.0, 3.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8, 0.01, 0.01, 0.18426330378650665]
[0.0, 0.0, -10000.0, 4.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8, 0.01, 0.01, 0.5466828967646947]
[0.0, 0.0, -10000.0, 4.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8, 0.01, 0.01, 0.5128090431398786]
