42.8221	48.8501	48.4398	48.8496	48.1092	48.1080	49.4543	47.0781	47.0859	47.8978	47.8980	47.9066	47.9012	47.3651	47.3561	47.9140	48.4401
48.8501	42.8220	48.8428	48.1092	48.1080	49.4543	49.4550	47.0896	47.8980	47.9021	47.9066	47.3614	47.3651	47.3597	47.9140	47.3594	48.8501
48.4398	48.8428	42.7933	48.1080	49.4543	49.4550	48.4341	47.8980	47.9066	47.9014	47.3614	47.3597	47.3597	47.9140	47.3594	47.3556	48.4398
48.8496	48.1092	48.1080	42.7926	49.4550	48.4341	48.4324	47.9066	47.9014	47.3603	47.3597	47.3549	47.9130	47.3594	47.3549	48.3374	48.8496
48.1092	48.1080	49.4543	49.4550	42.7917	48.4324	48.5432	47.9012	47.3649	47.3561	47.3597	47.9223	47.3546	47.3549	48.3374	47.7434	48.1092
48.1080	49.4543	49.4550	48.4341	48.4324	42.5624	48.5370	47.3649	47.3561	47.9140	47.3594	47.3546	47.3549	47.7593	47.7482	47.7628	48.1080
49.4543	49.4550	48.4341	48.4324	48.5432	48.5370	42.7917	47.3552	47.9140	47.3604	47.3546	47.3549	47.7799	47.7482	47.7628	47.7631	49.4543
47.0781	47.0896	47.8980	47.9066	47.9012	47.3649	47.3552	41.1265	47.1162	47.1159	47.1127	46.8267	46.8273	47.1166	46.8275	46.8238	47.0781
47.0859	47.8980	47.9066	47.9014	47.3649	47.3561	47.9140	47.1162	42.1472	47.1127	46.8267	46.8273	47.1166	46.8275	46.8276	47.2688	47.0859
47.8978	47.9021	47.9014	47.3603	47.3561	47.9140	47.3604	47.1159	47.1127	41.6053	46.8273	47.1166	46.8275	46.8276	47.2688	47.1968	47.8978
47.8980	47.9066	47.3614	47.3597	47.3597	47.3594	47.3546	47.1127	46.8267	46.8273	41.6039	46.8275	46.8276	47.2688	47.1968	47.1977	47.8980
47.9066	47.3614	47.3597	47.3549	47.9223	47.3546	47.3549	46.8267	46.8273	47.1166	46.8275	41.6036	47.2688	47.1968	47.1977	47.1977	47.9066
47.9012	47.3651	47.3597	47.9130	47.3546	47.3549	47.7799	46.8273	47.1166	46.8275	46.8276	47.2688	41.6037	47.1977	47.1977	47.1670	47.9012
47.3651	47.3597	47.9140	47.3594	47.3549	47.7593	47.7482	47.1166	46.8275	46.8276	47.2688	47.1968	47.1977	40.7695	47.1670	47.1633	47.3651
47.3561	47.9140	47.3594	47.3549	48.3374	47.7482	47.7628	46.8275	46.8276	47.2688	47.1968	47.1977	47.1977	47.1670	41.4694	47.1670	47.3561
47.9140	47.3594	47.3556	48.3374	47.7434	47.7628	47.7631	46.8238	47.2688	47.1968	47.1977	47.1977	47.1670	47.1633	47.1670	40.7367	47.9140
48.4401	48.8501	48.4398	48.8496	48.1092	48.1080	49.4543	47.0781	47.0859	47.8978	47.8980	47.9066	47.9012	47.3651	47.3561	47.9140	42.8221
